Date,Temperature.Max,Temperature.Min,Temperature.Avg,Temperature.Departure,HDD,CDD,Precipitation,New.Snow,Snow.Depth
4/1/14,61,37,49,0.1,16,0,0,0,0
4/2/14,61,41,51,1.7,14,0,0,0,0
4/3/14,66,45,55.5,5.9,9,0,0.05,0,0
4/4/14,51,44,47.5,-2.5,17,0,0.02,0,0
4/5/14,56,42,49,-1.3,16,0,0,0,0
4/6/14,59,35,47,-3.7,18,0,0,0,0
4/7/14,53,37,45,-6,20,0,0.38,0,0
4/8/14,66,49,57.5,6.1,7,0,0.17,0,0
4/9/14,66,42,54,2.3,11,0,0,0,0
4/10/14,68,40,54,1.9,11,0,0,0,0
4/11/14,79,53,66,13.5,0,1,0,0,0
4/12/14,73,54,63.5,10.7,1,0,0,0,0
4/13/14,82,51,66.5,13.3,0,2,0,0,0
4/14/14,79,62,70.5,17,0,6,0,0,0
4/15/14,69,37,53,-0.9,12,0,0.76,0,0
4/16/14,49,31,40,-14.2,25,0,0,0,0
4/17/14,53,37,45,-9.6,20,0,0,0,0
4/18/14,55,39,47,-7.9,18,0,0,0,0
4/19/14,68,42,55,-0.3,10,0,0,0,0
4/20/14,60,41,50.5,-5.1,14,0,0,0,0
4/21/14,69,39,54,-2,11,0,0,0,0
4/22/14,76,48,62,5.7,3,0,0,0,0
4/23/14,61,47,54,-2.6,11,0,0,0,0
4/24/14,64,41,52.5,-4.5,12,0,0,0,0
4/25/14,67,43,55,-2.3,10,0,0.49,0,0
4/26/14,72,48,60,2.4,5,0,0.01,0,0
4/27/14,63,46,54.5,-3.5,10,0,0,0,0
4/28/14,64,44,54,-4.3,11,0,0,0,0
4/29/14,50,45,47.5,-11.1,17,0,0.39,0,0
4/30/14,65,44,54.5,-4.4,10,0,4.42,0,0
5/1/14,79,62,70.5,11.3,0,6,0.04,0,0
5/2/14,69,56,62.5,2.9,2,0,0,0,0
5/3/14,70,51,60.5,0.6,4,0,0.09,0,0
5/4/14,66,50,58,-2.2,7,0,0,0,0
5/5/14,69,49,59,-1.5,6,0,0,0,0
5/6/14,73,50,61.5,0.7,3,0,0,0,0
5/7/14,66,50,58,-3.1,7,0,0,0,0
5/8/14,70,55,62.5,1.1,2,0,0.03,0,0
5/9/14,77,57,67,5.3,0,2,0,0,0
5/10/14,84,62,73,10.9,0,8,0.1,0,0
5/11/14,78,60,69,6.6,0,4,0,0,0
5/12/14,86,58,72,9.3,0,7,0,0,0
5/13/14,76,54,65,2,0,0,0,0,0
5/14/14,71,54,62.5,-0.8,2,0,0,0,0
5/15/14,83,60,71.5,7.9,0,7,0,0,0
5/16/14,71,59,65,1.1,0,0,1.57,0,0
5/17/14,69,53,61,-3.2,4,0,0,0,0
5/18/14,68,50,59,-5.5,6,0,0,0,0
5/19/14,74,49,61.5,-3.3,3,0,0,0,0
5/20/14,77,54,65.5,0.4,0,1,0,0,0
5/21/14,68,62,65,-0.4,0,0,0.04,0,0
5/22/14,79,62,70.5,4.8,0,6,0.08,0,0
5/23/14,76,59,67.5,1.5,0,3,0,0,0
5/24/14,76,57,66.5,0.1,0,2,0,0,0
5/25/14,82,55,68.5,1.8,0,4,0,0,0
5/26/14,87,62,74.5,7.5,0,10,0,0,0
5/27/14,88,66,77,9.7,0,12,0.35,0,0
5/28/14,74,55,64.5,-3.1,0,0,0.61,0,0
5/29/14,60,54,57,-10.9,8,0,0,0,0
5/30/14,75,55,65,-3.3,0,0,0,0,0
5/31/14,77,57,67,-1.6,0,2,0,0,0
6/1/14,78,54,66,-2.9,0,1,0,0,0
6/2/14,81,56,68.5,-0.7,0,4,0,0,0
6/3/14,89,64,76.5,7,0,12,0.01,0,0
6/4/14,87,66,76.5,6.6,0,12,0,0,0
6/5/14,79,63,71,0.8,0,6,0.45,0,0
6/6/14,77,60,68.5,-2,0,4,0,0,0
6/7/14,84,62,73,2.2,0,8,0,0,0
6/8/14,84,64,74,2.9,0,9,0,0,0
6/9/14,82,67,74.5,3,0,10,0.32,0,0
6/10/14,86,70,78,6.2,0,13,2.59,0,0
6/11/14,72,63,67.5,-4.6,0,3,0.06,0,0
6/12/14,75,63,69,-3.4,0,4,0.26,0,0
6/13/14,86,70,78,5.3,0,13,0.53,0,0
6/14/14,76,63,69.5,-3.5,0,5,0,0,0
6/15/14,83,58,70.5,-2.8,0,6,0,0,0
6/16/14,88,62,75,1.4,0,10,0,0,0
6/17/14,93,71,82,8.1,0,17,0,0,0
6/18/14,94,78,86,11.8,0,21,0,0,0
6/19/14,81,70,75.5,1.1,0,11,0.53,0,0
6/20/14,82,63,72.5,-2.2,0,8,0,0,0
6/21/14,79,68,73.5,-1.5,0,9,0,0,0
6/22/14,83,65,74,-1.2,0,9,0,0,0
6/23/14,83,63,73,-2.5,0,8,0,0,0
6/24/14,86,65,75.5,-0.2,0,11,0,0,0
6/25/14,90,71,80.5,4.6,0,16,0.64,0,0
6/26/14,87,71,79,2.9,0,14,0.07,0,0
6/27/14,84,69,76.5,0.2,0,12,0,0,0
6/28/14,87,66,76.5,0,0,12,0,0,0
6/29/14,86,65,75.5,-1.2,0,11,0,0,0
6/30/14,88,68,78,1.1,0,13,0,0,0
7/1/14,93,72,82.5,5.4,0,18,0,0,0
7/2/14,96,75,85.5,8.3,0,21,0.21,0,0
7/3/14,92,74,83,5.6,0,18,0.09,0,0
7/4/14,78,68,73,-4.5,0,8,0.04,0,0
7/5/14,83,64,73.5,-4.2,0,9,0,0,0
7/6/14,86,64,75,-2.8,0,10,0,0,0
7/7/14,93,74,83.5,5.6,0,19,0,0,0
7/8/14,95,72,83.5,5.5,0,19,0.17,0,0
7/9/14,89,71,80,1.9,0,15,0,0,0
7/10/14,87,74,80.5,2.3,0,16,0,0,0
7/11/14,90,70,80,1.8,0,15,0,0,0
7/12/14,89,70,79.5,1.2,0,15,0,0,0
7/13/14,91,72,81.5,3.2,0,17,0.05,0,0
7/14/14,90,74,82,3.6,0,17,1.18,0,0
7/15/14,91,73,82,3.6,0,17,0.81,0,0
7/16/14,83,72,77.5,-1,0,13,0,0,0
7/17/14,84,65,74.5,-4,0,10,0,0,0
7/18/14,84,65,74.5,-4,0,10,0,0,0
7/19/14,81,68,74.5,-4,0,10,0,0,0
7/20/14,82,69,75.5,-3,0,11,0,0,0
7/21/14,86,66,76,-2.5,0,11,0,0,0
7/22/14,88,70,79,0.5,0,14,0,0,0
7/23/14,93,72,82.5,4.1,0,18,0.05,0,0
7/24/14,83,70,76.5,-1.9,0,12,0,0,0
7/25/14,84,63,73.5,-4.9,0,9,0,0,0
7/26/14,81,69,75,-3.4,0,10,0.22,0,0
7/27/14,91,70,80.5,2.2,0,16,1.25,0,0
7/28/14,84,69,76.5,-1.8,0,12,0.23,0,0
7/29/14,76,64,70,-8.2,0,5,0,0,0
7/30/14,80,62,71,-7.2,0,6,0,0,0
7/31/14,86,65,75.5,-2.6,0,11,0,0,0
8/1/14,83,70,76.5,-1.6,0,12,0.19,0,0
8/2/14,77,68,72.5,-5.5,0,8,0.36,0,0
8/3/14,77,67,72,-6,0,7,0.23,0,0
8/4/14,84,71,77.5,-0.4,0,13,0,0,0
8/5/14,90,69,79.5,1.7,0,15,0,0,0
8/6/14,82,69,75.5,-2.2,0,11,0,0,0
8/7/14,84,66,75,-2.7,0,10,0,0,0
8/8/14,82,63,72.5,-5.1,0,8,0,0,0
8/9/14,86,67,76.5,-1,0,12,0,0,0
8/10/14,88,67,77.5,0.1,0,13,0,0,0
8/11/14,85,66,75.5,-1.8,0,11,0,0,0
8/12/14,79,68,73.5,-3.7,0,9,1.08,0,0
8/13/14,85,69,77,-0.1,0,12,0,0,0
8/14/14,80,62,71,-6,0,6,0.25,0,0
8/15/14,77,60,68.5,-8.4,0,4,0,0,0
8/16/14,81,61,71,-5.8,0,6,0,0,0
8/17/14,84,65,74.5,-2.2,0,10,0,0,0
8/18/14,83,63,73,-3.6,0,8,0,0,0
8/19/14,87,66,76.5,0,0,12,0,0,0
8/20/14,86,71,78.5,2.2,0,14,0,0,0
8/21/14,83,68,75.5,-0.7,0,11,0,0,0
8/22/14,79,68,73.5,-2.5,0,9,0.08,0,0
8/23/14,74,64,69,-6.9,0,4,0.25,0,0
8/24/14,83,64,73.5,-2.2,0,9,0,0,0
8/25/14,86,63,74.5,-1,0,10,0,0,0
8/26/14,90,69,79.5,4.2,0,15,0,0,0
8/27/14,89,67,78,2.9,0,13,0,0,0
8/28/14,81,66,73.5,-1.4,0,9,0,0,0
8/29/14,81,61,71,-3.7,0,6,0,0,0
8/30/14,81,60,70.5,-4,0,6,0,0,0
8/31/14,93,72,82.5,8.2,0,18,1.11,0,0
9/1/14,89,74,81.5,7.5,0,17,0.01,0,0
9/2/14,93,74,83.5,9.7,0,19,0.18,0,0
9/3/14,85,71,78,4.5,0,13,0,0,0
9/4/14,87,68,77.5,4.3,0,13,0,0,0
9/5/14,89,72,80.5,7.5,0,16,0,0,0
9/6/14,93,72,82.5,9.8,0,18,0.01,0,0
9/7/14,83,66,74.5,2.1,0,10,0,0,0
9/8/14,75,67,71,-1,0,6,0,0,0
9/9/14,76,67,71.5,-0.2,0,7,0,0,0
9/10/14,82,67,74.5,3.1,0,10,0,0,0
9/11/14,84,67,75.5,4.5,0,11,0,0,0
9/12/14,78,63,70.5,-0.2,0,6,0,0,0
9/13/14,72,59,65.5,-4.8,0,1,0.36,0,0
9/14/14,69,53,61,-9,4,0,0,0,0
9/15/14,72,53,62.5,-7.1,2,0,0,0,0
9/16/14,74,59,66.5,-2.7,0,2,0.2,0,0
9/17/14,75,56,65.5,-3.3,0,1,0,0,0
9/18/14,74,56,65,-3.4,0,0,0,0,0
9/19/14,72,58,65,-3,0,0,0,0,0
9/20/14,79,56,67.5,-0.1,0,3,0,0,0
9/21/14,79,65,72,4.8,0,7,0,0,0
9/22/14,73,57,65,-1.8,0,0,0,0,0
9/23/14,72,50,61,-5.4,4,0,0,0,0
9/24/14,73,55,64,-1.9,1,0,0.04,0,0
9/25/14,64,59,61.5,-4,3,0,0.89,0,0
9/26/14,78,55,66.5,1.4,0,2,0,0,0
9/27/14,84,59,71.5,6.8,0,7,0,0,0
9/28/14,86,60,73,8.7,0,8,0,0,0
9/29/14,76,64,70,6.1,0,5,0,0,0
9/30/14,79,63,71,7.6,0,6,0,0,0
10/1/14,73,62,67.5,4.5,0,3,0,0,0
10/2/14,73,62,67.5,4.9,0,3,0,0,0
10/3/14,72,59,65.5,3.3,0,1,0.06,0,0
10/4/14,70,50,60,-1.8,5,0,0.17,0,0
10/5/14,61,43,52,-9.4,13,0,0,0,0
10/6/14,72,47,59.5,-1.5,5,0,0,0,0
10/7/14,71,63,67,6.4,0,2,0.38,0,0
10/8/14,75,56,65.5,5.3,0,1,0,0,0
10/9/14,70,51,60.5,0.7,4,0,0,0,0
10/10/14,61,53,57,-2.5,8,0,0,0,0
10/11/14,57,50,53.5,-5.6,11,0,0.48,0,0
10/12/14,64,46,55,-3.7,10,0,0,0,0
10/13/14,66,56,61,2.6,4,0,0.02,0,0
10/14/14,79,65,72,14,0,7,0,0,0
10/15/14,77,67,72,14.3,0,7,0.66,0,0
10/16/14,72,60,66,8.7,0,1,0.24,0,0
10/17/14,73,57,65,8,0,0,0,0,0
10/18/14,72,54,63,6.4,2,0,0,0,0
10/19/14,56,45,50.5,-5.8,14,0,0,0,0
10/20/14,63,39,51,-5,14,0,0,0,0
10/21/14,70,52,61,5.3,4,0,0,0,0
10/22/14,58,52,55,-0.3,10,0,0.44,0,0
10/23/14,57,51,54,-1,11,0,0.05,0,0
10/24/14,70,53,61.5,6.8,3,0,0,0,0
10/25/14,70,46,58,3.6,7,0,0,0,0
10/26/14,67,50,58.5,4.4,6,0,0,0,0
10/27/14,67,46,56.5,2.7,8,0,0,0,0
10/28/14,76,49,62.5,9,2,0,0,0,0
10/29/14,70,50,60,6.8,5,0,0.03,0,0
10/30/14,60,45,52.5,-0.4,12,0,0,0,0
10/31/14,54,40,47,-5.6,18,0,0,0,0
11/1/14,52,45,48.5,-3.8,16,0,0.92,0,0
11/2/14,49,42,45.5,-6.5,19,0,0,0,0
11/3/14,60,36,48,-3.7,17,0,0,0,0
11/4/14,71,49,60,8.6,5,0,0,0,0
11/5/14,69,52,60.5,9.4,4,0,0.01,0,0
11/6/14,56,49,52.5,1.7,12,0,0.52,0,0
11/7/14,53,38,45.5,-5,19,0,0,0,0
11/8/14,50,34,42,-8.2,23,0,0,0,0
11/9/14,57,42,49.5,-0.4,15,0,0,0,0
11/10/14,63,37,50,0.5,15,0,0,0,0
11/11/14,70,43,56.5,7.3,8,0,0,0,0
11/12/14,70,46,58,9.1,7,0,0,0,0
11/13/14,47,35,41,-7.6,24,0,0.16,0,0
11/14/14,43,35,39,-9.2,26,0,0,0,0
11/15/14,44,32,38,-9.9,27,0,0,0,0
11/16/14,45,33,39,-8.5,26,0,0.09,0,0
11/17/14,51,40,45.5,-1.7,19,0,1.05,0,0
11/18/14,44,24,34,-12.9,31,0,0,0,0
11/19/14,36,20,28,-18.5,37,0,0,0,0
11/20/14,50,32,41,-5.2,24,0,0,0,0
11/21/14,37,27,32,-13.8,33,0,0,0,0
11/22/14,46,23,34.5,-10.9,30,0,0,0,0
11/23/14,57,38,47.5,2.4,17,0,0,0,0
11/24/14,72,56,64,19.3,1,0,0.37,0,0
11/25/14,68,47,57.5,13.2,7,0,0,0,0
11/26/14,50,34,42,-2,23,0,0.95,0,0
11/27/14,42,30,36,-7.6,29,0,0,0,0
11/28/14,39,28,33.5,-9.7,31,0,0,0,0
11/29/14,45,26,35.5,-7.4,29,0,0,0,0
11/30/14,59,42,50.5,8,14,0,0,0,0
12/1/14,65,42,53.5,11.4,11,0,0.05,0,0
12/2/14,45,36,40.5,-1.3,24,0,0.2,0,0
12/3/14,48,40,44,2.6,21,0,0.11,0,0
12/4/14,45,32,38.5,-2.6,26,0,0,0,0
12/5/14,46,36,41,0.3,24,0,0.07,0,0
12/6/14,50,42,46,5.6,19,0,1.02,0,0
12/7/14,48,32,40,0,25,0,0,0,0
12/8/14,37,27,32,-7.7,33,0,0,0,0
12/9/14,45,37,41,1.7,24,0,0.66,0,0
12/10/14,43,36,39.5,0.5,25,0,0,0,0
12/11/14,38,33,35.5,-3.2,29,0,0.04,0.1,0
12/12/14,42,34,38,-0.3,27,0,0,0,0
12/13/14,42,35,38.5,0.5,26,0,0,0,0
12/14/14,47,37,42,4.3,23,0,0,0,0
12/15/14,48,36,42,4.6,23,0,0,0,0
12/16/14,53,32,42.5,5.4,22,0,0.12,0,0
12/17/14,53,39,46,9.1,19,0,0,0,0
12/18/14,41,34,37.5,0.9,27,0,0,0,0
12/19/14,42,33,37.5,1.2,27,0,0,0,0
12/20/14,35,33,34,-2.1,31,0,0,0,0
12/21/14,40,29,34.5,-1.3,30,0,0,0,0
12/22/14,45,27,36,0.4,29,0,0.02,0,0
12/23/14,52,44,48,12.7,17,0,0.11,0,0
12/24/14,64,47,55.5,20.4,9,0,0.82,0,0
12/25/14,65,39,52,17.1,13,0,0.03,0,0
12/26/14,50,34,42,7.3,23,0,0,0,0
12/27/14,57,32,44.5,10,20,0,0,0,0
12/28/14,56,39,47.5,13.2,17,0,0.02,0,0
12/29/14,48,37,42.5,8.3,22,0,0,0,0
12/30/14,38,28,33,-1,32,0,0,0,0
12/31/14,33,25,29,-4.8,36,0,0,0,0
1/1/15,42,28,35,1.3,30,0,0,0,0
1/2/15,44,29,36.5,2.9,28,0,0,0,0
1/3/15,44,28,36,2.6,29,0,0.72,0,0
1/4/15,58,42,50,16.7,15,0,0.37,0,0
1/5/15,50,24,37,3.8,28,0,0,0,0
1/6/15,24,16,20,-13.1,45,0,0.12,1.5,0
1/7/15,24,13,18.5,-14.5,46,0,0,0,1
1/8/15,21,9,15,-18,50,0,0,0,1
1/9/15,36,21,28.5,-4.4,36,0,0.01,0,0
1/10/15,25,16,20.5,-12.3,44,0,0,0,0
1/11/15,40,15,27.5,-5.3,37,0,0,0,0
1/12/15,38,33,35.5,2.8,29,0,0.59,0,0
1/13/15,38,21,29.5,-3.2,35,0,0,0,0
1/14/15,32,20,26,-6.7,39,0,0,0,0
1/15/15,36,29,32.5,-0.1,32,0,0,0,0
1/16/15,43,25,34,1.4,31,0,0,0,0
1/17/15,33,18,25.5,-7.1,39,0,0,0,0
1/18/15,43,24,33.5,0.9,31,0,1.84,0,0
1/19/15,45,30,37.5,4.9,27,0,0,0,0
1/20/15,46,29,37.5,4.8,27,0,0,0,0
1/21/15,34,27,30.5,-2.2,34,0,0.06,0.5,0
1/22/15,41,30,35.5,2.8,29,0,0.03,0,1
1/23/15,42,25,33.5,0.7,31,0,0.16,0.6,0
1/24/15,39,33,36,3.2,29,0,0.55,0.4,1
1/25/15,46,33,39.5,6.6,25,0,0,0,0
1/26/15,34,27,30.5,-2.4,34,0,0,0.4,0
1/27/15,34,21,27.5,-5.5,37,0,0.07,0.8,1
1/28/15,35,20,27.5,-5.6,37,0,0,0,0
1/29/15,34,21,27.5,-5.7,37,0,0,0,0
1/30/15,42,20,31,-2.3,34,0,0,0.1,0
1/31/15,29,14,21.5,-11.9,43,0,0,0,0
2/1/15,39,21,30,-3.5,35,0,0.06,0.7,0
2/2/15,41,23,32,-1.6,33,0,0.93,0.1,0
2/3/15,30,20,25,-8.7,40,0,0,0,0
2/4/15,47,23,35,1.2,30,0,0,0,0
2/5/15,41,17,29,-5,36,0,0,0,0
2/6/15,32,14,23,-11.1,42,0,0,0,0
2/7/15,44,21,32.5,-1.8,32,0,0,0,0
2/8/15,51,33,42,7.6,23,0,0,0,0
2/9/15,37,28,32.5,-2.1,32,0,0.03,0,0
2/10/15,42,28,35,0.3,30,0,0,0,0
2/11/15,39,26,32.5,-2.4,32,0,0,0,0
2/12/15,41,20,30.5,-4.6,34,0,0,0,0
2/13/15,24,10,17,-18.3,48,0,0,0,0
2/14/15,32,18,25,-10.5,40,0,0.04,1.3,0
2/15/15,21,9,15,-20.7,50,0,0,0,1
2/16/15,17,3,10,-25.9,55,0,0.02,0.3,0
2/17/15,28,13,20.5,-15.6,44,0,0.24,3.4,4
2/18/15,32,11,21.5,-14.8,43,0,0,0,3
2/19/15,23,8,15.5,-21,49,0,0,0,1
2/20/15,18,2,10,-26.7,55,0,0,0,0
2/21/15,34,9,21.5,-15.5,43,0,0.76,4.8,0
2/22/15,47,33,40,2.8,25,0,0.28,0,4
2/23/15,37,13,25,-12.4,40,0,0,0,1
2/24/15,25,7,16,-21.7,49,0,0,0,1
2/25/15,38,15,26.5,-11.4,38,0,0,0,0
2/26/15,32,26,29,-9.2,36,0,0,0,0
2/27/15,31,22,26.5,-11.9,38,0,0,0,0
2/28/15,32,16,24,-14.7,41,0,0,0,0
3/1/15,32,21,26.5,-12.5,38,0,0.52,0.4,0
3/2/15,40,29,34.5,-4.7,30,0,0,0,0
3/3/15,34,25,29.5,-10,35,0,0.61,0.1,0
3/4/15,43,33,38,-1.8,27,0,0.49,0,0
3/5/15,40,20,30,-10.1,35,0,0.78,7.5,0
3/6/15,26,11,18.5,-21.9,46,0,0,0,8
3/7/15,41,11,26,-14.7,39,0,0,0,6
3/8/15,50,26,38,-3,27,0,0,0,3
3/9/15,57,32,44.5,3.2,20,0,0,0,0
3/10/15,59,32,45.5,3.9,19,0,0.71,0,0
3/11/15,61,44,52.5,10.6,12,0,0,0,0
3/12/15,52,37,44.5,2.3,20,0,0,0,0
3/13/15,49,30,39.5,-3,25,0,0.08,0,0
3/14/15,51,38,44.5,1.7,20,0,0.95,0,0
3/15/15,48,40,44,0.9,21,0,0,0,0
3/16/15,55,33,44,0.6,21,0,0,0,0
3/17/15,68,37,52.5,8.7,12,0,0,0,0
3/18/15,45,32,38.5,-5.6,26,0,0,0,0
3/19/15,46,28,37,-7.4,28,0,0,0,0
3/20/15,37,32,34.5,-10.2,30,0,0.7,3.9,0
3/21/15,53,31,42,-3.1,23,0,0,0,4
3/22/15,48,34,41,-4.4,24,0,0,0,0
3/23/15,43,27,35,-10.8,30,0,0,0,0
3/24/15,40,31,35.5,-10.6,29,0,0,0,0
3/25/15,47,28,37.5,-8.9,27,0,0.05,0,0
3/26/15,67,39,53,6.2,12,0,0.34,0,0
3/27/15,48,39,43.5,-3.6,21,0,0.2,0,0
3/28/15,41,27,34,-13.5,31,0,0,0,0
3/29/15,46,26,36,-11.8,29,0,0,0,0
3/30/15,57,34,45.5,-2.7,19,0,0.03,0.1,0
3/31/15,59,37,48,-0.5,17,0,0.06,0,0
4/1/15,56,34,45,-3.9,20,0,0,0,0
4/2/15,67,37,52,2.7,13,0,0,0,0
4/3/15,63,57,60,10.4,5,0,0.12,0,0
4/4/15,63,42,52.5,2.5,12,0,0,0,0
4/5/15,64,42,53,2.7,12,0,0,0,0
4/6/15,75,39,57,6.3,8,0,0,0,0
4/7/15,69,44,56.5,5.5,8,0,0.24,0,0
4/8/15,44,39,41.5,-9.9,23,0,0.03,0,0
4/9/15,43,39,41,-10.7,24,0,0.02,0,0
4/10/15,57,41,49,-3.1,16,0,0.07,0,0
4/11/15,63,47,55,2.5,10,0,0,0,0
4/12/15,67,38,52.5,-0.3,12,0,0,0,0
4/13/15,75,44,59.5,6.3,5,0,0,0,0
4/14/15,63,52,57.5,4,7,0,0.12,0,0
4/15/15,70,48,59,5.1,6,0,0,0,0
4/16/15,71,50,60.5,6.3,4,0,0,0,0
4/17/15,74,55,64.5,9.9,0,0,0.15,0,0
4/18/15,81,54,67.5,12.6,0,3,0,0,0
4/19/15,67,49,58,2.7,7,0,0,0,0
4/20/15,76,50,63,7.4,2,0,2.01,0,0
4/21/15,66,51,58.5,2.5,6,0,0.82,0,0
4/22/15,73,47,60,3.7,5,0,0,0,0
4/23/15,52,43,47.5,-9.1,17,0,0,0,0
4/24/15,57,39,48,-9,17,0,0,0,0
4/25/15,58,37,47.5,-9.8,17,0,0,0,0
4/26/15,64,45,54.5,-3.1,10,0,0,0,0
4/27/15,60,48,54,-4,11,0,0,0,0
4/28/15,71,51,61,2.7,4,0,0,0,0
4/29/15,77,51,64,5.4,1,0,0,0,0
4/30/15,72,50,61,2.1,4,0,0,0,0
5/1/15,64,49,56.5,-2.7,8,0,0,0,0
5/2/15,74,47,60.5,0.9,4,0,0,0,0
5/3/15,81,49,65,5.1,0,0,0,0,0
5/4/15,85,54,69.5,9.3,0,5,0,0,0
5/5/15,85,62,73.5,13,0,9,0,0,0
5/6/15,77,57,67,6.2,0,2,0,0,0
5/7/15,81,57,69,7.9,0,4,0,0,0
5/8/15,83,55,69,7.6,0,4,0,0,0
5/9/15,80,60,70,8.3,0,5,0.03,0,0
5/10/15,84,67,75.5,13.4,0,11,0,0,0
5/11/15,84,69,76.5,14.1,0,12,0,0,0
5/12/15,88,66,77,14.3,0,12,0,0,0
5/13/15,72,54,63,0,2,0,0,0,0
5/14/15,72,50,61,-2.3,4,0,0,0,0
5/15/15,76,54,65,1.4,0,0,0,0,0
5/16/15,86,59,72.5,8.6,0,8,0.33,0,0
5/17/15,84,68,76,11.8,0,11,0.01,0,0
5/18/15,87,61,74,9.5,0,9,0.03,0,0
5/19/15,83,61,72,7.2,0,7,0.01,0,0
5/20/15,75,58,66.5,1.4,0,2,0,0,0
5/21/15,58,51,54.5,-10.9,10,0,0.18,0,0
5/22/15,77,53,65,-0.7,0,0,0,0,0
5/23/15,71,51,61,-5,4,0,0,0,0
5/24/15,82,52,67,0.6,0,2,0,0,0
5/25/15,87,63,75,8.3,0,10,0,0,0
5/26/15,89,65,77,10,0,12,0,0,0
5/27/15,89,71,80,12.7,0,15,0.6,0,0
5/28/15,89,70,79.5,11.9,0,15,0,0,0
5/29/15,87,66,76.5,8.6,0,12,0,0,0
5/30/15,87,68,77.5,9.2,0,13,0,0,0
5/31/15,92,70,81,12.4,0,16,0,0,0
6/1/15,76,58,67,-1.9,0,2,1.96,0,0
6/2/15,58,53,55.5,-13.7,9,0,0.3,0,0
6/3/15,70,55,62.5,-7,2,0,0.01,0,0
6/4/15,70,57,63.5,-6.4,1,0,0,0,0
6/5/15,76,56,66,-4.2,0,1,0.13,0,0
6/6/15,81,64,72.5,2,0,8,0.05,0,0
6/7/15,77,58,67.5,-3.3,0,3,0,0,0
6/8/15,86,64,75,3.9,0,10,0.88,0,0
6/9/15,86,69,77.5,6,0,13,0.02,0,0
6/10/15,86,65,75.5,3.7,0,11,0,0,0
6/11/15,92,70,81,8.9,0,16,0,0,0
6/12/15,95,75,85,12.6,0,20,0,0,0
6/13/15,88,77,82.5,9.8,0,18,0,0,0
6/14/15,90,72,81,8,0,16,0.09,0,0
6/15/15,89,74,81.5,8.2,0,17,0,0,0
6/16/15,91,74,82.5,8.9,0,18,0,0,0
6/17/15,86,69,77.5,3.6,0,13,0,0,0
6/18/15,74,65,69.5,-4.7,0,5,0.65,0,0
6/19/15,87,70,78.5,4.1,0,14,0.27,0,0
6/20/15,86,71,78.5,3.8,0,14,0.48,0,0
6/21/15,91,73,82,7,0,17,0.3,0,0
6/22/15,91,73,82,6.8,0,17,0,0,0
6/23/15,95,70,82.5,7,0,18,0.55,0,0
6/24/15,85,69,77,1.3,0,12,0,0,0
6/25/15,84,68,76,0.1,0,11,0.13,0,0
6/26/15,84,68,76,-0.1,0,11,0,0,0
6/27/15,71,63,67,-9.3,0,2,1.34,0,0
6/28/15,79,66,72.5,-4,0,8,0.22,0,0
6/29/15,81,63,72,-4.7,0,7,0,0,0
6/30/15,86,67,76.5,-0.4,0,12,1.5,0,0
7/1/15,86,69,77.5,0.4,0,13,0.08,0,0
7/2/15,77,67,72,-5.2,0,7,0.02,0,0
7/3/15,83,66,74.5,-2.9,0,10,0,0,0
7/4/15,77,69,73,-4.5,0,8,0.02,0,0
7/5/15,84,67,75.5,-2.2,0,11,0,0,0
7/6/15,88,72,80,2.2,0,15,0,0,0
7/7/15,91,76,83.5,5.6,0,19,0,0,0
7/8/15,89,77,83,5,0,18,0,0,0
7/9/15,85,73,79,0.9,0,14,0.76,0,0
7/10/15,86,72,79,0.8,0,14,0,0,0
7/11/15,89,73,81,2.8,0,16,0,0,0
7/12/15,90,69,79.5,1.2,0,15,0,0,0
7/13/15,87,72,79.5,1.2,0,15,0,0,0
7/14/15,86,73,79.5,1.1,0,15,0.58,0,0
7/15/15,82,69,75.5,-2.9,0,11,0.69,0,0
7/16/15,82,64,73,-5.5,0,8,0,0,0
7/17/15,83,67,75,-3.5,0,10,0,0,0
7/18/15,89,71,80,1.5,0,15,0,0,0
7/19/15,95,77,86,7.5,0,21,0,0,0
7/20/15,95,81,88,9.5,0,23,0.03,0,0
7/21/15,91,74,82.5,4,0,18,0,0,0
7/22/15,85,70,77.5,-1,0,13,0,0,0
7/23/15,83,68,75.5,-2.9,0,11,0,0,0
7/24/15,86,67,76.5,-1.9,0,12,0,0,0
7/25/15,90,68,79,0.6,0,14,0,0,0
7/26/15,89,72,80.5,2.1,0,16,0,0,0
7/27/15,87,71,79,0.7,0,14,0.47,0,0
7/28/15,93,75,84,5.7,0,19,0,0,0
7/29/15,93,76,84.5,6.3,0,20,0,0,0
7/30/15,91,77,84,5.8,0,19,0.51,0,0
7/31/15,90,69,79.5,1.4,0,15,0,0,0
8/1/15,90,75,82.5,4.4,0,18,0,0,0
8/2/15,90,69,79.5,1.5,0,15,0,0,0
8/3/15,93,73,83,5,0,18,0,0,0
8/4/15,93,74,83.5,5.6,0,19,0.01,0,0
8/5/15,89,73,81,3.2,0,16,0,0,0
8/6/15,85,68,76.5,-1.2,0,12,0.08,0,0
8/7/15,87,69,78,0.3,0,13,0,0,0
8/8/15,87,69,78,0.4,0,13,0,0,0
8/9/15,86,71,78.5,1,0,14,0,0,0
8/10/15,79,69,74,-3.4,0,9,0.04,0,0
