Date,Temperature.Max,Temperature.Min,Temperature.Avg,Temperature.Departure,HDD,CDD,Precipitation,New.Snow,Snow.Depth
8/11/15,85,71,78,0.7,0,13,0.72,0,0
8/12/15,85,70,77.5,0.3,0,13,0,0,0
8/13/15,84,68,76,-1.1,0,11,0,0,0
8/14/15,88,65,76.5,-0.5,0,12,0,0,0
8/15/15,91,69,80,3.1,0,15,0,0,0
8/16/15,93,72,82.5,5.7,0,18,0,0,0
8/17/15,94,73,83.5,6.8,0,19,0,0,0
8/18/15,92,73,82.5,5.9,0,18,0,0,0
8/19/15,92,75,83.5,7,0,19,0,0,0
8/20/15,90,76,83,6.7,0,18,0.13,0,0
8/21/15,88,73,80.5,4.3,0,16,0,0,0
8/22/15,86,68,77,1,0,12,0,0,0
8/23/15,87,65,76,0.1,0,11,0,0,0
8/24/15,89,66,77.5,1.8,0,13,0,0,0
8/25/15,89,72,80.5,5,0,16,0,0,0
8/26/15,83,68,75.5,0.2,0,11,0,0,0
8/27/15,81,64,72.5,-2.6,0,8,0,0,0
8/28/15,85,63,74,-0.9,0,9,0,0,0
8/29/15,87,64,75.5,0.8,0,11,0,0,0
8/30/15,91,70,80.5,6,0,16,0,0,0
8/31/15,90,76,83,8.7,0,18,0,0,0
9/1/15,95,73,84,10,0,19,0,0,0
9/2/15,93,73,83,9.2,0,18,0,0,0
9/3/15,96,74,85,11.5,0,20,0,0,0
9/4/15,93,73,83,9.8,0,18,0,0,0
9/5/15,88,67,77.5,4.5,0,13,0,0,0
9/6/15,88,63,75.5,2.8,0,11,0,0,0
9/7/15,90,69,79.5,7.1,0,15,0,0,0
9/8/15,94,72,83,11,0,18,0,0,0
9/9/15,93,75,84,12.3,0,19,0,0,0
9/10/15,81,70,75.5,4.1,0,11,4.76,0,0
9/11/15,83,68,75.5,4.5,0,11,0.01,0,0
9/12/15,78,68,73,2.3,0,8,0.02,0,0
9/13/15,72,60,66,-4.3,0,1,0,0,0
9/14/15,77,56,66.5,-3.5,0,2,0,0,0
9/15/15,83,58,70.5,0.9,0,6,0,0,0
9/16/15,87,63,75,5.8,0,10,0,0,0
9/17/15,86,64,75,6.2,0,10,0,0,0
9/18/15,84,63,73.5,5.1,0,9,0,0,0
9/19/15,85,66,75.5,7.5,0,11,0,0,0
9/20/15,80,65,72.5,4.9,0,8,0,0,0
9/21/15,74,60,67,-0.2,0,2,0,0,0
9/22/15,75,63,69,2.2,0,4,0,0,0
9/23/15,80,59,69.5,3.1,0,5,0,0,0
9/24/15,82,57,69.5,3.6,0,5,0,0,0
9/25/15,78,64,71,5.5,0,6,0,0,0
9/26/15,72,61,66.5,1.4,0,2,0,0,0
9/27/15,71,60,65.5,0.8,0,1,0,0,0
9/28/15,83,65,74,9.7,0,9,0,0,0
9/29/15,85,68,76.5,12.6,0,12,1.21,0,0
9/30/15,82,65,73.5,10.1,0,9,0.27,0,0
10/1/15,65,57,61,-2,4,0,0.49,0,0
10/2/15,57,50,53.5,-9.1,11,0,1.8,0,0
10/3/15,57,49,53,-9.2,12,0,0.01,0,0
10/4/15,63,55,59,-2.8,6,0,0,0,0
10/5/15,69,51,60,-1.4,5,0,0,0,0
10/6/15,75,51,63,2,2,0,0,0,0
10/7/15,75,59,67,6.4,0,2,0,0,0
10/8/15,76,57,66.5,6.3,0,2,0,0,0
10/9/15,80,60,70,10.2,0,5,0.29,0,0
10/10/15,66,52,59,-0.5,6,0,0,0,0
10/11/15,70,47,58.5,-0.6,6,0,0,0,0
10/12/15,76,51,63.5,4.8,1,0,0,0,0
10/13/15,76,59,67.5,9.1,0,3,0,0,0
10/14/15,68,57,62.5,4.5,2,0,0,0,0
10/15/15,66,52,59,1.3,6,0,0,0,0
10/16/15,66,50,58,0.7,7,0,0,0,0
10/17/15,57,45,51,-6,14,0,0,0,0
10/18/15,53,38,45.5,-11.1,19,0,0,0,0
10/19/15,55,35,45,-11.3,20,0,0,0,0
10/20/15,71,47,59,3,6,0,0,0,0
10/21/15,76,50,63,7.3,2,0,0,0,0
10/22/15,77,50,63.5,8.2,1,0,0,0,0
10/23/15,65,48,56.5,1.5,8,0,0,0,0
10/24/15,64,43,53.5,-1.2,11,0,0,0,0
10/25/15,71,52,61.5,7.1,3,0,0,0,0
10/26/15,60,45,52.5,-1.6,12,0,0,0,0
10/27/15,62,42,52,-1.8,13,0,0,0,0
10/28/15,72,54,63,9.5,2,0,0.58,0,0
10/29/15,72,58,65,11.8,0,0,0.59,0,0
10/30/15,60,45,52.5,-0.4,12,0,0,0,0
10/31/15,58,40,49,-3.6,16,0,0,0,0
11/1/15,65,52,58.5,6.2,6,0,0,0,0
11/2/15,65,50,57.5,5.5,7,0,0,0,0
11/3/15,76,46,61,9.3,4,0,0,0,0
11/4/15,80,49,64.5,13.1,0,0,0,0,0
11/5/15,69,56,62.5,11.4,2,0,0.1,0,0
11/6/15,77,66,71.5,20.7,0,7,0.02,0,0
11/7/15,69,54,61.5,11,3,0,0.01,0,0
11/8/15,59,44,51.5,1.3,13,0,0,0,0
11/9/15,61,39,50,0.1,15,0,0,0,0
11/10/15,62,54,58,8.5,7,0,0.65,0,0
11/11/15,65,54,59.5,10.3,5,0,0.01,0,0
11/12/15,61,49,55,6.1,10,0,0.13,0,0
11/13/15,59,48,53.5,4.9,11,0,0,0,0
11/14/15,51,40,45.5,-2.7,19,0,0,0,0
11/15/15,61,37,49,1.1,16,0,0,0,0
11/16/15,70,44,57,9.5,8,0,0,0,0
11/17/15,57,42,49.5,2.3,15,0,0,0,0
11/18/15,63,41,52,5.1,13,0,0,0,0
11/19/15,67,54,60.5,14,4,0,0.82,0,0
11/20/15,64,42,53,6.8,12,0,0,0,0
11/21/15,56,39,47.5,1.7,17,0,0,0,0
11/22/15,53,40,46.5,1.1,18,0,0,0,0
11/23/15,43,34,38.5,-6.6,26,0,0,0,0
11/24/15,50,33,41.5,-3.2,23,0,0,0,0
11/25/15,55,33,44,-0.3,21,0,0,0,0
11/26/15,64,37,50.5,6.5,14,0,0,0,0
11/27/15,66,40,53,9.4,12,0,0,0,0
11/28/15,62,48,55,11.8,10,0,0.01,0,0
11/29/15,51,40,45.5,2.6,19,0,0.12,0,0
11/30/15,47,36,41.5,-1,23,0,0.02,0,0
12/1/15,56,45,50.5,8.4,14,0,0.7,0,0
12/2/15,60,52,56,14.2,9,0,0.16,0,0
12/3/15,56,40,48,6.6,17,0,0,0,0
12/4/15,52,39,45.5,4.4,19,0,0,0,0
12/5/15,51,36,43.5,2.8,21,0,0,0,0
12/6/15,53,32,42.5,2.1,22,0,0,0,0
12/7/15,57,35,46,6,19,0,0,0,0
12/8/15,50,36,43,3.3,22,0,0,0,0
12/9/15,58,35,46.5,7.2,18,0,0,0,0
12/10/15,62,46,54,15,11,0,0,0,0
12/11/15,61,42,51.5,12.8,13,0,0,0,0
12/12/15,69,49,59,20.7,6,0,0,0,0
12/13/15,71,52,61.5,23.5,3,0,0,0,0
12/14/15,70,53,61.5,23.8,3,0,0.09,0,0
12/15/15,69,49,59,21.6,6,0,0.09,0,0
12/16/15,53,48,50.5,13.4,14,0,0,0,0
12/17/15,57,45,51,14.1,14,0,0.92,0,0
12/18/15,56,39,47.5,10.9,17,0,0,0,0
12/19/15,42,33,37.5,1.2,27,0,0,0,0
12/20/15,43,30,36.5,0.4,28,0,0,0,0
12/21/15,57,36,46.5,10.7,18,0,0,0,0
12/22/15,61,54,57.5,21.9,7,0,0.15,0,0
12/23/15,70,57,63.5,28.2,1,0,1.55,0,0
12/24/15,71,62,66.5,31.4,0,2,0.06,0,0
12/25/15,68,58,63,28.1,2,0,0.32,0,0
12/26/15,63,50,56.5,21.8,8,0,0,0,0
12/27/15,65,47,56,21.5,9,0,0.04,0,0
12/28/15,47,40,43.5,9.2,21,0,0.05,0,0
12/29/15,52,41,46.5,12.3,18,0,0.84,0,0
12/30/15,52,46,49,15,16,0,0.17,0,0
12/31/15,52,42,47,13.2,18,0,0,0,0
